,AbilityResourceMax,AbilityResourceRegenPerSecond,AirDashDistanceInMeters,AirDashDuration,AirDashSpeed,BaseHealthRegen,BaseWeaponDamageIncrease,BoundAbilities,CritDamageBonusPercent,CritDamageReceivedPercent,CrouchSpeed,GroundDashDistanceInMeters,GroundDashDuration,GroundDashSpeed,HeavyMeleeDamage,HeroBulletLifestealEffectiveness,HeroSpiritLifestealEffectiveness,InDevelopment,InHeroLabs,IsDisabled,IsRecommended,IsSelectable,LevelScaling,LightMeleeDamage,Lore,MaxHealth,MaxMoveSpeed,MoveAcceleration,Name,Playstyle,ProcBuildUpRateScale,ReloadSpeed,Role,SpiritScaling,SprintSpeed,Stamina,StaminaCooldown,StaminaRegenPerSecond,TechDuration,TechRange,Type,Weapon,WeaponPowerScale,MeleeResist,TechResist,BuildUpRate,BulletLifesteal
hero_shiv,0,0,8.0,0.49,16.3,2.0,0,"{'1': {'Name': 'Serrated Knives', 'Key': 'citadel_ability_shiv_dagger'}, '2': {'Name': 'Slice and Dice', 'Key': 'citadel_ability_shiv_dash'}, '3': {'Name': 'Bloodletting', 'Key': 'citadel_ability_shiv_defer_damage'}, '4': {'Name': 'Killing Blow', 'Key': 'citadel_ability_shiv_killing_blow'}}",0.0,0.0,4.75,10.0,0.7000000000000001,14.3,116.0,1.0,1.0,False,False,False,False,True,"{'BulletDamage': 0.154, 'MaxHealth': 45, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 1.6762000000000001, 'SustainedDPS': 1.1116}",50.0,hero_shiv_lore,800.0,6.7,4,Shiv,hero_shiv_playstyle,1,0,hero_shiv_role,{},1.6,3.0,4.5000045000045,0.222222,0,0,Brawler,"{'BulletSpeed': 609.6, 'BulletDamage': 4.8, 'RoundsPerSecond': 1.8141, 'ClipSize': 10, 'ReloadTime': 2.8, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 19.79, 'FalloffEndRange': 41.15, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0.8, 'BulletsPerShot': 6, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 52.246, 'SustainedDPS': 34.647, 'NameKey': 'citadel_weapon_hero_shiv_set', 'DescKey': 'citadel_weapon_hero_shiv_set_desc', 'AltFire': {'BulletSpeed': 609.6, 'BulletDamage': 4.36, 'RoundsPerSecond': 0.76336, 'ClipSize': 8, 'ReloadTime': 2.0, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 19.99, 'FalloffEndRange': 57.51, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0.8, 'BulletsPerShot': 12, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0.05, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 3, 'DPS': 39.939, 'SustainedDPS': 33.539, 'NameKey': 'citadel_weapon_shiv_alt', 'DescKey': 'citadel_weapon_shiv_alt_desc'}, 'WeaponTypes': ['Attribute_EWeaponAttribute_Spreadshot', 'Attribute_EWeaponAttribute_CloseRange']}",1,,,,
hero_skyrunner,0,0,8.0,0.47000000000000003,17.0,2.0,0,"{'1': {'Name': 'Lifethread', 'Key': 'ability_skyrunner_swingline'}, '2': {'Name': None, 'Key': 'ability_skyrunner_magic_beam'}, '3': {'Name': 'Flakshot', 'Key': 'ability_skyrunner_flakshot'}, '4': {'Name': 'Demontrigger Blitz', 'Key': 'ability_gunslinger_salvo'}}",0.0,0.0,4.75,10.0,0.68,14.7,116.0,1.0,1.0,True,False,True,False,True,"{'BulletDamage': 0.44, 'MaxHealth': 51, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 4.6561, 'SustainedDPS': 2.4362}",50.0,hero_skyrunner_lore,750.0,7.2,4,Skyrunner,hero_skyrunner_playstyle,1,0,hero_skyrunner_role,{},2.5,3.0,4.5000045000045,0.222222,0,0,,"{'BulletSpeed': 108.0, 'BulletDamage': 5.0, 'RoundsPerSecond': 10.582, 'ClipSize': 36, 'ReloadTime': 3.1, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 19.99, 'FalloffEndRange': 57.51, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0, 'BulletsPerShot': 1, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 52.91, 'SustainedDPS': 27.684, 'NameKey': 'citadel_weapon_hero_skyrunner_set', 'DescKey': 'citadel_weapon_hero_skyrunner_set_desc', 'AltFire': {'BulletSpeed': 108.0, 'BulletDamage': 5.0, 'RoundsPerSecond': 1.5873, 'ClipSize': 10, 'ReloadTime': 3.1, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 19.99, 'FalloffEndRange': 57.51, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0, 'BulletsPerShot': 12, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 12, 'DPS': 95.238, 'SustainedDPS': 63.83, 'NameKey': 'citadel_weapon_skyrunner_alt', 'DescKey': 'citadel_weapon_skyrunner_alt_desc'}, 'WeaponTypes': ['Attribute_EWeaponAttribute_BurstFire', 'Attribute_EWeaponAttribute_MediumRange']}",1,,10.0,,
hero_slork,0,0,8.0,0.47000000000000003,17.0,2.0,0,"{'1': {'Name': 'Scalding Spray', 'Key': 'fathom_scalding_spray'}, '2': {'Name': 'Breach', 'Key': 'fathom_breach'}, '3': {'Name': 'Reefdweller Harpoon', 'Key': 'fathom_reefdweller_harpoon'}, '4': {'Name': ""Lurker's Ambush"", 'Key': 'fathom_lurkers_ambush'}}",0.0,0.0,4.75,10.0,0.68,14.7,116.0,1.0,1.0,True,False,True,False,False,"{'BulletDamage': 0.22, 'MaxHealth': 54, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 3.4222, 'SustainedDPS': 1.9149}",50.0,hero_slork_lore,750.0,7.2,4,Fathom,hero_slork_playstyle,1,0,hero_slork_role,{},1.6,3.0,4.5000045000045,0.222222,0,0,,"{'BulletSpeed': 558.8, 'BulletDamage': 3.6, 'RoundsPerSecond': 2.2222, 'ClipSize': 13, 'ReloadTime': 0.30000000000000004, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0.705, 'ReloadSingle': True, 'FalloffStartRange': 16.0, 'FalloffEndRange': 45.72, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0.8, 'BulletsPerShot': 7, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 55.999, 'SustainedDPS': 31.334, 'NameKey': 'citadel_weapon_hero_slork_set', 'DescKey': 'citadel_weapon_hero_slork_set_desc', 'WeaponTypes': ['Attribute_EWeaponAttribute_Spreadshot', 'Attribute_EWeaponAttribute_CloseRange']}",1,,,,
hero_swan,0,0,8.0,0.47000000000000003,17.0,2.0,0,"{'1': {'Name': None, 'Key': 'ability_swan_featherboomerang'}, '2': {'Name': 'Jeté', 'Key': 'ability_swan_leap'}, '3': {'Name': 'Acrobat', 'Key': 'ability_swan_acrobat'}, '4': {'Name': None, 'Key': 'ability_swan_ult'}}",0.0,0.0,4.75,10.0,0.68,14.7,116.0,1.0,1.0,True,False,True,False,True,"{'BulletDamage': 0.275, 'MaxHealth': 59, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 0.7936500000000001, 'SustainedDPS': 0.4173}",50.0,hero_swan_lore,750.0,6.8,4,Swan,hero_swan_playstyle,1,0,hero_swan_role,{},1.6,3.0,4.5000045000045,0.222222,0,0,,"{'BulletSpeed': 177.8, 'BulletDamage': 10.0, 'RoundsPerSecond': 2.886, 'ClipSize': 8, 'ReloadTime': 2.5, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 19.99, 'FalloffEndRange': 57.51, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0, 'BulletsPerShot': 1, 'BulletsPerBurst': 2, 'BurstInterShotInterval': 0.084, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 0, 'DPS': 28.86, 'SustainedDPS': 15.174, 'NameKey': 'citadel_weapon_hero_swan_set', 'DescKey': 'citadel_weapon_hero_swan_set_desc', 'WeaponTypes': ['Attribute_EWeaponAttribute_BurstFire', 'Attribute_EWeaponAttribute_MediumRange']}",1,,,,
hero_synth,0,0,8.0,0.47000000000000003,17.0,1.0,0,"{'1': {'Name': 'Barrage', 'Key': 'synth_barrage'}, '2': {'Name': 'Flying Cloak', 'Key': 'synth_plasma_flux'}, '3': {'Name': ""Enchanter's Satchel"", 'Key': 'synth_pulse'}, '4': {'Name': 'Affliction', 'Key': 'synth_affliction'}}",0.0,0.0,4.75,10.0,0.68,14.7,116.0,1.0,1.0,False,False,False,False,True,"{'BulletDamage': 0.22, 'MaxHealth': 36, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.0547, 'DPS': 2.9334, 'SustainedDPS': 1.9709}",60.0,hero_synth_lore,750.0,7.2,4,Pocket,hero_synth_playstyle,1,0,hero_synth_role,{},1.6,3.0,4.5000045000045,0.222222,0,0,Assassin,"{'BulletSpeed': 558.8, 'BulletDamage': 4.28, 'RoundsPerSecond': 1.9048, 'ClipSize': 11, 'ReloadTime': 2.8200000000000003, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 16.0, 'FalloffEndRange': 45.72, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0.8, 'BulletsPerShot': 7, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 57.068, 'SustainedDPS': 38.344, 'NameKey': 'citadel_weapon_hero_synth_set', 'DescKey': 'citadel_weapon_hero_synth_set_desc', 'WeaponTypes': ['Attribute_EWeaponAttribute_Spreadshot', 'Attribute_EWeaponAttribute_CloseRange']}",1,,-15.0,,
hero_targetdummy,0,0,8.0,0.47000000000000003,17.0,2.0,0,"{'1': {'Name': None, 'Key': 'targetdummy_ability_1'}, '2': {'Name': None, 'Key': 'targetdummy_ability_2'}, '3': {'Name': None, 'Key': 'targetdummy_ability_3'}, '4': {'Name': None, 'Key': 'targetdummy_ability_4'}}",0.0,0.0,4.75,10.0,0.68,14.7,116.0,1.0,1.0,True,False,False,False,False,"{'MaxHealth': 60.0, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656}",50.0,hero_targetdummy_lore,3000.0,7.2,4,TargetDummy,hero_targetdummy_playstyle,1,0,hero_targetdummy_role,{},1.6,3.0,4.5000045000045,0.222222,0,0,,"{'BulletSpeed': 635.0, 'BulletDamage': 11.6, 'RoundsPerSecond': 5.0, 'ClipSize': 15, 'ReloadTime': 2.0, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 19.99, 'FalloffEndRange': 57.51, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0, 'BulletsPerShot': 1, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 58.0, 'SustainedDPS': 34.8, 'NameKey': 'citadel_weapon_hero_targetdummy_set', 'DescKey': 'citadel_weapon_hero_targetdummy_set_desc'}",1,,,,
hero_tengu,0,0,8.0,0.43,18.6,2.0,0,"{'1': {'Name': 'Kudzu Bomb', 'Key': 'citadel_ability_tengu_urn'}, '2': {'Name': ""Watcher's Covenant"", 'Key': 'citadel_ability_tangotether'}, '3': {'Name': 'Stone Form', 'Key': 'citadel_ability_tengu_stone_form'}, '4': {'Name': 'Air Drop', 'Key': 'citadel_ability_tengu_airlift'}}",0.0,0.0,4.75,10.0,0.62,16.1,116.0,1.0,1.0,False,False,False,False,True,"{'BulletDamage': 0.121, 'MaxHealth': 44, 'PowerIncreases': 1, 'TechPower': 1.2, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 1.6461999999999999, 'SustainedDPS': 0.8199900000000001}",50.0,hero_tengu_lore,725.0,7.2,4,Ivy,hero_tengu_playstyle,1,0,hero_tengu_role,{},1.6,4.0,4.5000045000045,0.222222,0,0,Marksman,"{'BulletSpeed': 571.5, 'BulletDamage': 4.59, 'RoundsPerSecond': 13.605, 'ClipSize': 33, 'ReloadTime': 2.444, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 19.99, 'FalloffEndRange': 57.51, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0.8, 'BulletsPerShot': 1, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 62.447, 'SustainedDPS': 31.105, 'NameKey': 'citadel_weapon_hero_tengu_set', 'DescKey': 'citadel_weapon_hero_tengu_set_desc', 'WeaponTypes': ['Attribute_EWeaponAttribute_RapidFire', 'Attribute_EWeaponAttribute_MediumRange']}",1,,,,
hero_thumper,0,0,8.0,0.47000000000000003,17.0,2.0,0,"{'1': {'Name': 'Shatter Cannon', 'Key': 'thumper_ability_1'}, '2': {'Name': 'Spike Strip', 'Key': 'thumper_ability_2'}, '3': {'Name': 'Badger Drone', 'Key': 'thumper_ability_3'}, '4': {'Name': 'Vortex', 'Key': 'thumper_ability_4'}}",0.0,0.0,4.75,10.0,0.68,14.7,116.0,1.0,1.0,True,False,True,False,False,"{'MaxHealth': 61, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656}",50.0,hero_thumper_lore,750.0,7.2,4,Thumper,hero_thumper_playstyle,1,0,hero_thumper_role,{},1.6,3.0,4.5000045000045,0.222222,0,0,,"{'BulletSpeed': 124.5, 'BulletDamage': 34.2, 'RoundsPerSecond': 1.6667, 'ClipSize': 6, 'ReloadTime': 2.1, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 19.99, 'FalloffEndRange': 57.51, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0.25, 'BulletsPerShot': 1, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 57.001, 'SustainedDPS': 36.0, 'NameKey': 'citadel_weapon_hero_thumper_set', 'DescKey': 'citadel_weapon_hero_thumper_set_desc'}",1,,,,
hero_tokamak,0,0,8.0,0.47000000000000003,17.0,2.0,0,"{'1': {'Name': 'Hot Shot', 'Key': 'tokamak_hot_shot'}, '2': {'Name': 'Dying Star', 'Key': 'tokamak_dying_star'}, '3': {'Name': 'Blinding Radiance', 'Key': 'tokamak_radiance'}, '4': {'Name': 'Pulse Cannon', 'Key': 'tokamak_crimson_cannon'}}",0.0,0.0,4.75,10.0,0.68,14.7,116.0,1.0,1.0,True,False,True,False,False,"{'BulletDamage': 0.418, 'MaxHealth': 61, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 3.4833, 'SustainedDPS': 2.09}",50.0,hero_tokamak_lore,750.0,7.2,4,Tokamak,hero_tokamak_playstyle,1,0,hero_tokamak_role,{},1.6,3.0,4.5000045000045,0.222222,0,0,,"{'BulletSpeed': 406.4, 'BulletDamage': 8.2, 'RoundsPerSecond': 8.3333, 'ClipSize': 50, 'ReloadTime': 4.0, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 19.99, 'FalloffEndRange': 57.51, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0.8, 'BulletsPerShot': 1, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 68.333, 'SustainedDPS': 41.0, 'NameKey': 'citadel_weapon_hero_tokamak_set', 'DescKey': 'citadel_weapon_hero_tokamak_set_desc'}",1,,,,
hero_trapper,0,0,8.0,0.47000000000000003,17.0,2.0,0,"{'1': {'Name': 'Bottled Phantasmicide', 'Key': 'ability_trapper_poisonjar'}, '2': {'Name': 'Silktrap', 'Key': 'ability_trapper_webwall'}, '3': {'Name': 'Pest Barrier', 'Key': 'ability_trapper_spidershield'}, '4': {'Name': 'Crawling Plague', 'Key': 'ability_trapper_spiderwave'}}",0.0,0.0,4.75,10.0,0.68,14.7,116.0,1.0,1.0,True,False,True,False,False,"{'BulletDamage': 0.22, 'MaxHealth': 66, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 4.7668, 'SustainedDPS': 3.0027}",50.0,hero_trapper_lore,750.0,7.2,4,Trapper,hero_trapper_playstyle,1,0,hero_trapper_role,{},1.6,3.0,4.5000045000045,0.222222,0,0,,"{'BulletSpeed': 381.0, 'BulletDamage': 4.0, 'RoundsPerSecond': 1.6667, 'ClipSize': 8, 'ReloadTime': 2.8200000000000003, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0.0, 'ReloadSingle': False, 'FalloffStartRange': 16.0, 'FalloffEndRange': 45.72, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0.0, 'BulletsPerShot': 13, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'ExplosionRadius': 0.0, 'DPS': 86.668, 'SustainedDPS': 54.594, 'NameKey': 'citadel_weapon_hero_trapper_set', 'DescKey': 'citadel_weapon_hero_trapper_set_desc', 'WeaponTypes': ['Attribute_EWeaponAttribute_MediumRange', 'Attribute_EWeaponAttribute_Projectile']}",1,,-15.0,,
hero_unicorn,0,0,8.0,0.43,18.6,2.0,0,"{'1': {'Name': 'Light Eater', 'Key': 'ability_unicorn_radiantblast'}, '2': {'Name': 'Dazzling Trick', 'Key': 'ability_unicorn_prismaticguard'}, '3': {'Name': 'Radiant Daggers', 'Key': 'ability_unicorn_luminousstrike'}, '4': {'Name': 'Shining Wonder', 'Key': 'ability_unicorn_dazzlingorb'}}",-25.0,0.0,4.75,10.0,0.62,16.1,116.0,1.0,1.0,False,False,False,False,True,"{'BulletDamage': 0.4, 'MaxHealth': 35, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 0.66668, 'SustainedDPS': 0.47059000000000006}",50.0,hero_unicorn_lore,750.0,6.2,4,Celeste,hero_unicorn_playstyle,1,0,hero_unicorn_role,{},1.6,4.0,4.5000045000045,0.222222,0,0,Marksman,"{'BulletSpeed': 50.0, 'BulletDamage': 28.75, 'RoundsPerSecond': 1.6667, 'ClipSize': 8, 'ReloadTime': 2.0, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 150.0, 'FalloffEndRange': 200.0, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0.2, 'BulletsPerShot': 1, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'ExplosionRadius': 0.0, 'DPS': 47.918, 'SustainedDPS': 33.824, 'NameKey': 'citadel_weapon_hero_unicorn_set', 'DescKey': 'citadel_weapon_hero_unicorn_set_desc', 'WeaponTypes': ['Attribute_EWeaponAttribute_MediumRange', 'Attribute_EWeaponAttribute_Projectile', 'Attribute_EWeaponAttribute_Bouncy']}",1,,,,
hero_vampirebat,0,0,8.0,0.43,18.6,2.0,0,"{'1': {'Name': 'Rake', 'Key': 'ability_vampirebat_steallife'}, '2': {'Name': 'Sanguine Retreat', 'Key': 'ability_vampirebat_batblink'}, '3': {'Name': 'Love Bites', 'Key': 'ability_vampirebat_lovebites'}, '4': {'Name': 'Nox Nostra', 'Key': 'ability_vampirebat_batswarm'}}",0.0,0.0,4.75,10.0,0.62,16.1,116.0,1.0,1.0,False,False,False,True,True,"{'BulletDamage': 0.275, 'MaxHealth': 28.0, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 1.0913, 'SustainedDPS': 0.6440300000000001}",50.0,hero_vampirebat_lore,630.0,6.5,4,Mina,hero_vampirebat_playstyle,1,0,hero_vampirebat_role,{},1.6,2.0,3.900003900003899,0.25641,0,0,Marksman,"{'BulletSpeed': 762.0, 'BulletDamage': 7.31, 'RoundsPerSecond': 3.9683, 'ClipSize': 12, 'ReloadTime': 1.7000000000000002, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0.4, 'ReloadSingle': False, 'FalloffStartRange': 19.99, 'FalloffEndRange': 46.0, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0.0, 'BulletsPerShot': 1, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 29.008, 'SustainedDPS': 17.12, 'NameKey': 'citadel_weapon_hero_vampirebat_set', 'DescKey': 'citadel_weapon_hero_vampirebat_set_desc', 'WeaponTypes': ['Attribute_EWeaponAttribute_BurstFire', 'Attribute_EWeaponAttribute_MediumRange']}",1,,,,
hero_vandal,0,0,8.0,0.47000000000000003,17.0,2.0,0,"{'1': {'Name': None, 'Key': 'citadel_ability_vandal_surge'}, '2': {'Name': None, 'Key': 'ability_vandal_pillar'}, '3': {'Name': None, 'Key': 'ability_haunt'}, '4': {'Name': None, 'Key': 'citadel_ability_vandal_overflow'}}",0.0,0.0,4.75,10.0,0.68,14.7,116.0,1.0,1.0,True,False,True,False,False,"{'BulletDamage': 0.242, 'MaxHealth': 53, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 2.6889000000000003, 'SustainedDPS': 1.9105}",50.0,hero_vandal_lore,750.0,7.2,4,Vandal,hero_vandal_playstyle,1,0,hero_vandal_role,{},1.6,4.0,4.5000045000045,0.222222,0,0,,"{'BulletSpeed': 571.5, 'BulletDamage': 3.0, 'RoundsPerSecond': 3.3333, 'ClipSize': 150, 'ReloadTime': 5.0, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0.5, 'ReloadSingle': False, 'FalloffStartRange': 19.99, 'FalloffEndRange': 57.51, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0, 'BulletsPerShot': 1, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': False, 'AmmoConsumedPerShot': 1, 'ExplosionRadius': 0.0, 'RoundsPerSecondAtMaxSpin': 11.11111111111111, 'SpinAcceleration': 1.0, 'SpinDeceleration': 0.65, 'DPS': 33.333, 'SustainedDPS': 23.684, 'NameKey': 'citadel_weapon_hero_vandal_set', 'DescKey': 'citadel_weapon_hero_vandal_set_desc', 'WeaponTypes': ['Attribute_EWeaponAttribute_RapidFire', 'Attribute_EWeaponAttribute_MediumRange']}",1,,,,
hero_viper,0,0,8.0,0.47000000000000003,17.0,2.0,0,"{'1': {'Name': 'Screwjab Dagger', 'Key': 'ability_viper_debuffdagger'}, '2': {'Name': 'Lethal Venom', 'Key': 'ability_viper_venom'}, '3': {'Name': 'Slither', 'Key': 'ability_viper_snakedash'}, '4': {'Name': 'Petrifying Bola', 'Key': 'ability_viper_petrifybola'}}",-30.0,0.0,4.75,10.0,0.68,14.7,116.0,1.0,1.0,False,False,False,False,True,"{'BulletDamage': 0.198, 'MaxHealth': 35, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 2.8286, 'SustainedDPS': 1.4488}",50.0,hero_viper_lore,750.0,6.9,4,Vyper,hero_viper_playstyle,1,0,hero_viper_role,{'MaxMoveSpeed': 0.013800000000000002},1.6,4.0,4.5000045000045,0.222222,0,0,Assassin,"{'BulletSpeed': 411.5, 'BulletDamage': 6.58, 'RoundsPerSecond': 14.286, 'ClipSize': 24, 'ReloadTime': 1.6, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 14.99, 'FalloffEndRange': 33.02, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0.0, 'BulletsPerShot': 1, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 94.002, 'SustainedDPS': 48.147, 'NameKey': 'citadel_weapon_hero_viper_set', 'DescKey': 'citadel_weapon_hero_viper_set_desc', 'WeaponTypes': ['Attribute_EWeaponAttribute_RapidFire', 'Attribute_EWeaponAttribute_CloseRange']}",1,,,,
